,id_votacion,fecha,materia,resultado,a favor,en contra,abstencion,no vota
1969,3250,2022-03-29T23:38:14,"71.- Indicación Nº142 de CC Mena, para sustituir el artículo 16 (49 TS) por el siguiente:

“Las municipalidades podrán asociarse entre ellas de conformidad a la ley, pudiendo dichas asociaciones gozar de personalidad jurídica de derecho privado. Asimismo, podrán constituir o integrar corporaciones o fundaciones de derecho privado sin fines de lucro cuyo objeto sea la promoción y difusión del arte, la cultura, el deporte y la recreación, o el fomento productivo o de obras de desarrollo comunal. La participación municipal en ellas se regirá por una ley.

      Cuando por criterios económicos, sociales, culturales, ambientales o geográficos dos o más comunas adquieran las características de un área metropolitana, podrán organizarse para coordinar el desarrollo armónico e integrado de dicho sector, racionalizar la prestación de servicios a los habitantes del mismo y ejecutar obras de interés metropolitano”.",RECHAZADO,49,99,1,6
1968,3251,2022-03-29T23:40:23,"72.- Votación separada del inciso primero del artículo 16:

      &quot;Artículo 16.- De la asociatividad comunal. Las comunas autónomas podrán asociarse entre sí, de manera permanente o temporal, pudiendo dichas organizaciones contar con personalidad jurídica de derecho privado, rigiéndose por la normativa propia de dicho sector.&quot;",APROBADO,110,28,12,5
1967,3252,2022-03-29T23:42:37,".- Votación separada del inciso segundo del artículo 16:

        &quot;Sin perjuicio de lo dispuesto en el inciso precedente, las asociaciones quedarán sujetas a la fiscalización de la entidad contralora y deberán cumplir con la normativa de probidad administrativa y de transparencia en el ejercicio de la función que desarrollan.&quot;",APROBADO,138,5,6,6
1966,3253,2022-03-29T23:45:26,"73.- En votación el artículo 17, con la indicación N°145 de CC Pustilnick,

      &quot;Artículo 17.- De las Empresas Públicas Municipales. La Comuna Autónoma podrá constituir empresas públicas municipales en áreas de su competencia, en conformidad a los procedimientos regulados en la Constitución y la ley.&quot;

.- para añadir un nuevo inciso al artículo 17, del siguiente tenor:

      &quot;“El alcalde o alcaldesa podrá proponer al Concejo Municipal la creación de empresas públicas municipales. El Concejo Municipal, previa autorización legal, deberá pronunciarse sobre la creación de empresas públicas municipales o su participación en empresas municipales.”",RECHAZADO,45,95,9,6
1965,3254,2022-03-29T23:47:32,"74.- Artículo 17:

      &quot;Artículo 17.- De las Empresas Públicas Municipales. La Comuna Autónoma podrá constituir empresas públicas municipales en áreas de su competencia, en conformidad a los procedimientos regulados en la Constitución y la ley.&quot;",RECHAZADO,89,42,16,8
1964,3255,2022-03-29T23:51:40,"110.- Votación separada del inciso primero del artículo 26:

      &quot;Artículo 26.- Territorios especiales. Cualquier parte del territorio de la República podrá adquirir la calidad de Territorio Especial, en consideración a sus particularidades geográficas, económicas, culturales, socioambientales, sus condiciones extremas, aisladas o de difícil acceso.&quot;",RECHAZADO,100,20,30,5
1963,3256,2022-03-29T23:54:14,"111.- Votación separada del inciso segundo del artículo 26:

      &quot;Los territorios especiales serán creados por ley, la cual podrá ser de iniciativa del Congreso o de la Cámara Territorial, de la ciudadanía mediante iniciativa popular de ley, de oficio por parte del Gobierno para casos que así lo requieran, y de la Asamblea Regional en los términos establecidos en el número 10 del Art. 31 de la Constitución.&quot;",RECHAZADO,87,49,11,8
1962,3257,2022-03-29T23:57:07,"112.- Votación separada del inciso tercero del artículo 26:

      &quot;Los Territorios Especiales contarán con un régimen diferenciado de orden económico y administrativo, a fin de asegurar la protección de los derechos de sus habitantes, de las comunidades o de la naturaleza, así como promover la planificación y ordenamiento territorial que garanticen dichos fines.&quot;",RECHAZADO,88,46,16,5
1961,3258,2022-03-29T23:59:30,"113.- Votación separada del inciso cuarto del artículo 26:

       &quot;La ley determinará las obligaciones que el Estado, las Regiones Autónomas y las Comunas Autónomas tendrán a fin de cumplir con los objetivos del territorio especial.&quot;",RECHAZADO,94,30,25,6
2598,3774,2022-04-12T18:13:05,".- Votación general del Tercer Informe de la Comisión de la Comisión de Forma de Estado, Ordenamiento, Autonomía, Descentralización, Equidad, Justicia Territorial, Gobiernos Locales y Organización Fiscal
",APROBADO,113,4,27,11
2597,3775,2022-04-12T18:17:29,"1.-	INDICACIÓN N°3, de CC NAVARRETE, para reemplazar el inciso primero del artículo 1, por el siguiente: 

       &quot;Los habitantes de la República están obligados a contribuir al sostenimiento del Estado mediante el pago de impuestos, respetando las normas del sistema tributario inspirado en los principios de igualdad, progresividad y solidaridad. Los impuestos directos en ningún caso podrán ser confiscatorios, lo que se presumirá cuando sean manifiestamente desproporcionados o injustos, como cuando graven en más de un 45% las utilidades o ganancias que reporte un contribuyente, para cuyo cálculo se tendrá en consideración la totalidad de cargas pecuniarias aplicables a nivel nacional y regional.&quot;",RECHAZADO,20,113,14,8
2596,3776,2022-04-12T18:19:14,"2.- Votación separada del inciso primero del artículo 1:

       &quot;Artículo 1.- De los tributos. Todas las personas y entidades deberán contribuir al sostenimiento de los gastos públicos mediante el pago de los impuestos, las tasas y las contribuciones que autorice la ley.&quot;",APROBADO,130,7,8,10
2595,3777,2022-04-12T18:21:32,"3.- Votación de los incisos segundo, tercero y cuarto del artículo 1:

       &quot;El sistema tributario se funda en los principios de igualdad, progresividad, coherencia, no confiscatoriedad, solidaridad y justicia material; tendrá dentro de sus objetivos la reducción de las desigualdades y la pobreza.

      Los tributos y los beneficios tributarios se crean, modifican o suprimen por ley, salvo aquellas tasas y contribuciones especiales que, conforme a esta Constitución y la ley correspondiente y dentro de su jurisdicción, puedan ser establecidas por las entidades territoriales. En el ejercicio de las potestades tributarias, se deberán respetar los principios del sistema.

      El ejercicio de la potestad tributaria admite la imposición de tributos que respondan a criterios extrafiscales debiendo tener en consideración límites tales como la necesidad, razonabilidad y transparencia.&quot;",RECHAZADO,97,39,14,5
2594,3778,2022-04-12T18:23:17,"4.- INDICACIÓN N°7, de CC NAVARRETE, para intercalar, entre el inciso segundo y el tercero del artículo 1, el siguiente inciso nuevo:

       &quot;El Legislador velará por dar estabilidad al sistema tributario, cuyo buen funcionamiento permitirá al Estado brindar la protección requerida por sus habitantes, así como contribuir al desarrollo personal de sus integrantes.&quot;",RECHAZADO,34,105,7,9
2593,3779,2022-04-12T18:25:04,"5.- INDICACIÓN N°11, de CC NAVARRETE, para incorporar un nuevo artículo 1 bis:

(Artículo 1 bis) &quot;Igualdad y legalidad tributaria. Todas las personas contribuirán con el sostenimiento del gasto público de acuerdo con su capacidad contributiva, en conformidad con lo dispuesto en la Constitución y las leyes.

       El sistema tributario y las cargas públicas encuentran su fundamento en los principios de equidad, progresividad, no discriminación arbitraria, justicia, irretroactividad, certeza jurídica, neutralidad, simplicidad, eficiencia y los demás que determinen la Constitución y las leyes.

       En ningún caso los tributos, las cargas públicas o el sistema tributario en su conjunto podrán tener alcances confiscatorios o de carácter desproporcionado o injusto.&quot;",RECHAZADO,33,107,7,8
2592,3780,2022-04-12T18:26:46,"6.- Votación separada del inciso primero del artículo 2:

       &quot;Artículo 2.- Descentralización fiscal. Los Gobiernos Regionales y las Municipalidades gozan de autonomía financiera para el cumplimiento de sus funciones, dentro del marco establecido por esta Constitución y las leyes.&quot;
",APROBADO,106,29,10,10
2591,3781,2022-04-12T18:28:38,"7.- Votación de los incisos segundo y tercero del artículo 2:

       &quot;La Ley de Presupuestos de la Nación deberá propender a que, progresivamente, una parte significativa del gasto público sea ejecutado a través de los gobiernos subnacionales, en función de las responsabilidades propias que debe asumir cada nivel de gobierno.

      El deber y la facultad de velar por la estabilidad macroeconómica y fiscal será centralizada, conforme a lo dispuesto en esta Constitución.&quot;",APROBADO,115,18,14,8
2590,3782,2022-04-12T18:30:36,"8.- Artículo 3:

       &quot;Artículo 3.- De la afectación. Los tributos que se recauden, cualquiera sea su naturaleza, ingresarán al erario público del Estado o a las entidades territoriales según corresponda conforme a la Constitución.

      Excepcionalmente, la ley podrá crear tributos de afectación en favor de las entidades territoriales referidos a actividades o bienes con una clara identificación con los territorios, la prevención de contaminación medioambiental, la conservación y reparación de los ecosistemas, salud o educación. Una ley marco fijará los criterios para la creación de estos tributos.&quot;",RECHAZADO,84,40,24,7
2589,3783,2022-04-12T18:32:18,"9.- INDICACIÓN N°43, de CC NAVARRETE, para incorporar un nuevo artículo 3 bis:

      (Artículo 3 bis) &quot;Tributos de destinación local. Una ley deberá disponer que lo recaudado por determinados tributos que gravan actividades o bienes con una clara identificación regional o local, sea destinado, dentro del marco que la misma ley señale, a los presupuestos regionales o comunales correspondientes.&quot;",RECHAZADO,39,101,10,5
2588,3784,2022-04-12T18:34:03,"10.- Artículo 4:

       &quot;Artículo 4.- Prohibiciones en materia tributaria. La ley de Presupuestos no puede crear tributos ni beneficios tributarios. No procederán iniciativas populares ni plebiscito y referéndum en materia tributaria.&quot;",APROBADO,138,5,6,6
2587,3785,2022-04-12T18:36:43,"11.- Artículo 5:

      &quot;Artículo 5.- Multas y sobreprecios sobre externalidades negativas ambientales o de actividades económicas. La ley dictada por el Congreso Plurinacional puede establecer multas y sobreprecios sobre las externalidades negativas ambientales o de actividades económicas, tales como cargas sobre la emisión de carbono, residuos tóxicos u otras substancias semejantes.

      Esta ley debe definir criterios de compensación para las Comunas Autónomas afectadas por las externalidades o actividades sujetas a este impuesto.&quot;",RECHAZADO,61,45,42,7
2586,3786,2022-04-12T18:39:00,"12.- Votación de los incisos primero y segundo del artículo 6:

      &quot;Artículo 6 .- Comisión de Equidad Territorial y Transferencias Fiscales. La Comisión de Equidad Territorial y Transferencias Fiscales es el órgano de carácter técnico cuya misión es proponer las fórmulas de redistribución de los ingresos fiscales al Poder Legislativo u otras instituciones de acuerdo a la Constitución y la ley.

      La ley determinará la composición y elección de sus miembros, para lo cual deberá considerar criterios equitativos de participación y representación de las entidades territoriales.&quot;",RECHAZADO,89,47,10,9
2585,3787,2022-04-12T18:40:47,"13.- Votación separada del inciso tercero del artículo 6:

       &quot;Sin perjuicio de las atribuciones consagradas al Consejo de Gobernaciones, dicha ley determinará la organización y competencias de la Comisión, la que deberá considerar, al menos, las siguientes:

     1. Recopilar y sistematizar la información necesaria para definir la redistribución de los ingresos fiscales.

      2. Proponer una fórmula para la redistribución de los ingresos fiscales de los impuestos del artículo 2 y de las regalías.

      3. Proponer una fórmula para la redistribución interregional e intercomunal establecidas en el artículo 18 (43 ter_TS) y en el artículo 19 (43 quater_TS) habiendo considerado las transferencias verticales.

      4. La cuantificación de los costos fijos y variables que conlleve la transferencia de competencias desde el Estado a las entidades territoriales.

      5. Proponer los montos para contribuir periódicamente al Fondo Fiduciario de Territorios Especiales.

      6. Colaborar en la preparación de informes financieros de los proyectos de ley presentados por el poder legislativo que impliquen gastos con destinación regional o comunal, según lo establecido en la Constitución, así como informes y estudios económicos.&quot;",RECHAZADO,59,63,24,9
